A:
      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
       0.3	      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
         0	       0.3	      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
         0	         0	       0.3	      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
         0	         0	         0	       0.3	      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
         0	         0	         0	         0	       0.3	      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
         0	         0	         0	         0	         0	       0.3	      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
         0	         0	         0	         0	         0	         0	       0.3	      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
         0	         0	         0	         0	         0	         0	         0	       0.3	      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
         0	         0	         0	         0	         0	         0	         0	         0	       0.3	      -0.6	       0.3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	
