5.06972e-12 1.01075e-11 1.50813e-11 1.9968e-11 2.47269e-11 2.93365e-11 3.37614e-11 3.79821e-11 4.19647e-11 4.56915e-11 4.91354e-11 5.22755e-11 5.50933e-11 5.75717e-11 5.96971e-11 6.14535e-11 6.28311e-11 6.38205e-11 6.4416e-11 6.46159e-11 6.44165e-11 6.38205e-11 6.28311e-11 6.14544e-11 5.96967e-11 5.75731e-11 5.50942e-11 5.22764e-11 4.91354e-11 4.56901e-11 4.19647e-11 3.7979e-11 3.37614e-11 2.93356e-11 2.47287e-11 1.9968e-11 1.50848e-11 1.01075e-11 5.06972e-12 0 0 
8.11085e-12 1.6172e-11 2.413e-11 3.19478e-11 3.9563e-11 4.69385e-11 5.4019e-11 6.07701e-11 6.71436e-11 7.31051e-11 7.86171e-11 8.36406e-11 8.81499e-11 9.21156e-11 9.55156e-11 9.83249e-11 1.00529e-10 1.02113e-10 1.03066e-10 1.03386e-10 1.03067e-10 1.02113e-10 1.00529e-10 9.83267e-11 9.55147e-11 9.21174e-11 8.81508e-11 8.36424e-11 7.86162e-11 7.31042e-11 6.71427e-11 6.07665e-11 5.4019e-11 4.69367e-11 3.95648e-11 3.19496e-11 2.41371e-11 1.6172e-11 8.1144e-12 0 0 
1.11129e-11 2.21725e-11 3.30971e-11 4.3805e-11 5.42535e-11 6.43503e-11 7.40688e-11 8.33236e-11 9.20561e-11 1.00236e-10 1.07793e-10 1.14682e-10 1.20865e-10 1.26301e-10 1.30965e-10 1.34815e-10 1.37843e-10 1.40012e-10 1.41317e-10 1.41753e-10 1.41318e-10 1.4001e-10 1.37836e-10 1.34821e-10 1.30965e-10 1.26306e-10 1.20867e-10 1.14683e-10 1.07792e-10 1.00234e-10 9.20615e-11 8.332e-11 7.40723e-11 6.43574e-11 5.42446e-11 4.38032e-11 3.30918e-11 2.21725e-11 1.11164e-11 0 0 
1.40972e-11 2.80842e-11 4.19149e-11 5.54898e-11 6.87166e-11 8.15206e-11 9.38343e-11 1.05556e-10 1.16623e-10 1.26983e-10 1.36549e-10 1.45276e-10 1.53111e-10 1.60002e-10 1.65905e-10 1.70789e-10 1.74616e-10 1.77367e-10 1.79023e-10 1.79575e-10 1.7902e-10 1.77365e-10 1.74613e-10 1.70785e-10 1.65903e-10 1.59996e-10 1.53114e-10 1.45278e-10 1.36554e-10 1.26974e-10 1.16623e-10 1.05553e-10 9.38289e-11 8.15223e-11 6.87201e-11 5.54881e-11 4.19185e-11 2.80878e-11 1.40901e-11 0 0 
1.70033e-11 3.38964e-11 5.05729e-11 6.69651e-11 8.29381e-11 9.83746e-11 1.13232e-10 1.2737e-10 1.40732e-10 1.53234e-10 1.64782e-10 1.7531e-10 1.84766e-10 1.93085e-10 2.00206e-10 2.06089e-10 2.10715e-10 2.14028e-10 2.16035e-10 2.16696e-10 2.16026e-10 2.14033e-10 2.1071e-10 2.06091e-10 2.00201e-10 1.93083e-10 1.84773e-10 1.75309e-10 1.64773e-10 1.53227e-10 1.40735e-10 1.27368e-10 1.13223e-10 9.838e-11 8.29274e-11 6.69651e-11 5.05906e-11 3.38964e-11 1.69962e-11 0 0 
1.98526e-11 3.95914e-11 5.90603e-11 7.81846e-11 9.68114e-11 1.14856e-10 1.32175e-10 1.48692e-10 1.64295e-10 1.78886e-10 1.92369e-10 2.04668e-10 2.15703e-10 2.25405e-10 2.33724e-10 2.40604e-10 2.45995e-10 2.49868e-10 2.52205e-10 2.52985e-10 2.52205e-10 2.49869e-10 2.45992e-10 2.406e-10 2.33724e-10 2.25409e-10 2.15701e-10 2.04672e-10 1.92371e-10 1.78884e-10 1.64297e-10 1.48708e-10 1.32191e-10 1.14849e-10 9.68221e-11 7.81775e-11 5.90603e-11 3.95808e-11 1.98526e-11 0 0 
2.26308e-11 4.50981e-11 6.72991e-11 8.90807e-11 1.10322e-10 1.30875e-10 1.50632e-10 1.69454e-10 1.87224e-10 2.03848e-10 2.19208e-10 2.33229e-10 2.45807e-10 2.56863e-10 2.66347e-10 2.74177e-10 2.80316e-10 2.84739e-10 2.87404e-10 2.88289e-10 2.87397e-10 2.84739e-10 2.80318e-10 2.74177e-10 2.66342e-10 2.56865e-10 2.45807e-10 2.33225e-10 2.19211e-10 2.03856e-10 1.87224e-10 1.69457e-10 1.50624e-10 1.30886e-10 1.1033e-10 8.90878e-11 6.73026e-11 4.51053e-11 2.26272e-11 0 0 
2.53237e-11 5.04343e-11 7.52891e-11 9.96359e-11 1.23411e-10 1.464e-10 1.6848e-10 1.89541e-10 2.09422e-10 2.28027e-10 2.45208e-10 2.6089e-10 2.74957e-10 2.87324e-10 2.9792e-10 3.0669e-10 3.13555e-10 3.18508e-10 3.21478e-10 3.22466e-10 3.2148e-10 3.18508e-10 3.13564e-10 3.06688e-10 2.97929e-10 2.87327e-10 2.74953e-10 2.60885e-10 2.45214e-10 2.2802e-10 2.09438e-10 1.89548e-10 1.68502e-10 1.464e-10 1.23407e-10 9.96465e-11 7.52785e-11 5.0445e-11 2.53024e-11 0 0 
2.78817e-11 5.56142e-11 8.29772e-11 1.09825e-10 1.36009e-10 1.6135e-10 1.857e-10 2.0891e-10 2.30823e-10 2.51323e-10 2.70258e-10 2.87528e-10 3.03039e-10 3.16682e-10 3.28351e-10 3.38011e-10 3.45587e-10 3.51022e-10 3.54317e-10 3.55408e-10 3.54312e-10 3.51033e-10 3.45592e-10 3.38019e-10 3.28352e-10 3.16664e-10 3.03032e-10 2.87535e-10 2.70255e-10 2.51301e-10 2.30809e-10 2.08914e-10 1.857e-10 1.6135e-10 1.36016e-10 1.09825e-10 8.29736e-11 5.56e-11 2.78888e-11 0 0 
3.03686e-11 6.05453e-11 9.03384e-11 1.19559e-10 1.48081e-10 1.75682e-10 2.02192e-10 2.27459e-10 2.51315e-10 2.73637e-10 2.9425e-10 3.13058e-10 3.29948e-10 3.44802e-10 3.57513e-10 3.68029e-10 3.76277e-10 3.82199e-10 3.85784e-10 3.86969e-10 3.85771e-10 3.82208e-10 3.76282e-10 3.6804e-10 3.57515e-10 3.44789e-10 3.29948e-10 3.13065e-10 2.94257e-10 2.73623e-10 2.51312e-10 2.27445e-10 2.02192e-10 1.75675e-10 1.48091e-10 1.19581e-10 9.03349e-11 6.05347e-11 3.03473e-11 0 0 
3.27205e-11 6.52634e-11 9.73444e-11 1.28871e-10 1.59584e-10 1.89324e-10 2.17906e-10 2.45127e-10 2.70838e-10 2.94875e-10 3.17105e-10 3.37376e-10 3.55573e-10 3.71568e-10 3.85292e-10 3.96614e-10 4.05503e-10 4.11898e-10 4.15742e-10 4.17023e-10 4.15744e-10 4.11898e-10 4.05501e-10 3.9662e-10 3.85286e-10 3.71564e-10 3.55563e-10 3.37376e-10 3.17119e-10 2.94882e-10 2.70834e-10 2.45123e-10 2.17895e-10 1.89328e-10 1.59588e-10 1.28875e-10 9.73586e-11 6.52314e-11 3.27205e-11 0 0 
3.49587e-11 6.969e-11 1.03988e-10 1.37646e-10 1.70463e-10 2.02235e-10 2.3277e-10 2.61842e-10 2.89308e-10 3.14998e-10 3.38733e-10 3.60387e-10 3.79817e-10 3.96906e-10 4.11557e-10 4.23668e-10 4.33158e-10 4.39986e-10 4.44089e-10 4.45468e-10 4.44086e-10 4.39986e-10 4.33168e-10 4.23672e-10 4.11561e-10 3.96923e-10 3.7981e-10 3.60405e-10 3.38737e-10 3.14994e-10 2.89312e-10 2.61835e-10 2.3276e-10 2.02238e-10 1.70477e-10 1.37668e-10 1.03999e-10 6.96723e-11 3.49516e-11 0 0 
3.70477e-11 7.38609e-11 1.10226e-10 1.45924e-10 1.80702e-10 2.14357e-10 2.46722e-10 2.77559e-10 3.06667e-10 3.33877e-10 3.59059e-10 3.82013e-10 4.02608e-10 4.20727e-10 4.36245e-10 4.49084e-10 4.59142e-10 4.66368e-10 4.70727e-10 4.72177e-10 4.70738e-10 4.66379e-10 4.59142e-10 4.4907e-10 4.36241e-10 4.2073e-10 4.02604e-10 3.82016e-10 3.59069e-10 3.33898e-10 3.06649e-10 2.77552e-10 2.46718e-10 2.14357e-10 1.80695e-10 1.45917e-10 1.10237e-10 7.38716e-11 3.70513e-11 0 0 
3.89875e-11 7.77618e-11 1.16032e-10 1.53612e-10 1.90227e-10 2.25672e-10 2.59721e-10 2.92168e-10 3.22828e-10 3.51491e-10 3.77977e-10 4.02132e-10 4.23835e-10 4.42892e-10 4.59238e-10 4.72756e-10 4.83343e-10 4.90946e-10 4.9554e-10 4.97078e-10 4.9555e-10 4.90964e-10 4.8334e-10 4.72749e-10 4.59245e-10 4.42895e-10 4.23828e-10 4.02146e-10 3.7798e-10 3.51477e-10 3.22821e-10 2.92172e-10 2.59721e-10 2.25672e-10 1.90227e-10 1.53612e-10 1.16028e-10 7.77618e-11 3.8991e-11 0 0 
4.07994e-11 8.13571e-11 1.21396e-10 1.60689e-10 1.99027e-10 2.36106e-10 2.71722e-10 3.05683e-10 3.37742e-10 3.67717e-10 3.95438e-10 4.20723e-10 4.43411e-10 4.63348e-10 4.80448e-10 4.94584e-10 5.05679e-10 5.13634e-10 5.18433e-10 5.20039e-10 5.1844e-10 5.13619e-10 5.05668e-10 4.94577e-10 4.80448e-10 4.63348e-10 4.43414e-10 4.20727e-10 3.95438e-10 3.67709e-10 3.37732e-10 3.05672e-10 2.71712e-10 2.36096e-10 1.99019e-10 1.60703e-10 1.21407e-10 8.13536e-11 4.07923e-11 0 0 
4.24407e-11 8.46327e-11 1.26292e-10 1.67169e-10 2.07024e-10 2.45617e-10 2.82654e-10 3.17986e-10 3.51339e-10 3.82524e-10 4.11376e-10 4.37655e-10 4.61259e-10 4.82025e-10 4.99796e-10 5.14508e-10 5.2604e-10 5.34317e-10 5.39309e-10 5.40979e-10 5.39316e-10 5.34317e-10 5.26025e-10 5.145e-10 4.99806e-10 4.82014e-10 4.61263e-10 4.37677e-10 4.11362e-10 3.82535e-10 3.51339e-10 3.17996e-10 2.82654e-10 2.45599e-10 2.07024e-10 1.67173e-10 1.26288e-10 8.46221e-11 4.24407e-11 0 0 
4.39044e-11 8.75744e-11 1.30697e-10 1.72996e-10 2.14236e-10 2.54147e-10 2.92513e-10 3.29052e-10 3.63585e-10 3.95854e-10 4.257e-10 4.52903e-10 4.77336e-10 4.98812e-10 5.17218e-10 5.32417e-10 5.44368e-10 5.52937e-10 5.58103e-10 5.59833e-10 5.58106e-10 5.52937e-10 5.44365e-10 5.32438e-10 5.17211e-10 4.98812e-10 4.77332e-10 4.52911e-10 4.25697e-10 3.95861e-10 3.63571e-10 3.29056e-10 2.92509e-10 2.54147e-10 2.14232e-10 1.72978e-10 1.30676e-10 8.75744e-11 4.39222e-11 0 0 
4.52332e-11 9.01821e-11 1.34598e-10 1.78147e-10 2.20631e-10 2.61739e-10 3.01238e-10 3.38858e-10 3.74417e-10 4.07649e-10 4.38373e-10 4.664e-10 4.91564e-10 5.13676e-10 5.32623e-10 5.4828e-10 5.60579e-10 5.69404e-10 5.74733e-10 5.76502e-10 5.74722e-10 5.69404e-10 5.60583e-10 5.4829e-10 5.32626e-10 5.13676e-10 4.91557e-10 4.66407e-10 4.38384e-10 4.07653e-10 3.7441e-10 3.38861e-10 3.01235e-10 2.61704e-10 2.20624e-10 1.78144e-10 1.34577e-10 9.01821e-11 4.52509e-11 0 0 
4.63487e-11 9.24558e-11 1.37952e-10 1.82609e-10 2.26159e-10 2.68294e-10 3.08773e-10 3.47352e-10 3.83803e-10 4.17867e-10 4.49351e-10 4.78089e-10 5.03871e-10 5.26544e-10 5.45967e-10 5.62029e-10 5.74612e-10 5.83675e-10 5.89125e-10 5.90951e-10 5.89122e-10 5.83679e-10 5.74623e-10 5.62039e-10 5.45974e-10 5.26544e-10 5.03867e-10 4.78092e-10 4.49358e-10 4.17867e-10 3.838e-10 3.47359e-10 3.0877e-10 2.68287e-10 2.26141e-10 1.82613e-10 1.37952e-10 9.24523e-11 4.63558e-11 0 0 
4.73221e-11 9.43388e-11 1.40801e-10 1.86368e-10 2.30784e-10 2.73808e-10 3.15122e-10 3.54493e-10 3.91694e-10 4.26461e-10 4.58602e-10 4.87908e-10 5.1423e-10 5.37373e-10 5.57193e-10 5.73596e-10 5.86439e-10 5.95673e-10 6.01254e-10 6.03102e-10 6.01251e-10 5.95669e-10 5.86443e-10 5.73589e-10 5.57201e-10 5.37376e-10 5.1423e-10 4.8793e-10 4.58606e-10 4.26457e-10 3.91683e-10 3.54486e-10 3.15126e-10 2.73797e-10 2.30798e-10 1.86368e-10 1.40787e-10 9.43494e-11 4.73257e-11 0 0 
4.80966e-11 9.58806e-11 1.43082e-10 1.89409e-10 2.34557e-10 2.78256e-10 3.20266e-10 3.60281e-10 3.9806e-10 4.3341e-10 4.66063e-10 4.95859e-10 5.22604e-10 5.46105e-10 5.66263e-10 5.82919e-10 5.95978e-10 6.05368e-10 6.11031e-10 6.12928e-10 6.11024e-10 6.05375e-10 5.95982e-10 5.82936e-10 5.66271e-10 5.46112e-10 5.22608e-10 4.95866e-10 4.66063e-10 4.33406e-10 3.98053e-10 3.60274e-10 3.20249e-10 2.78263e-10 2.34554e-10 1.89406e-10 1.43082e-10 9.58735e-11 4.80682e-11 0 0 
4.86651e-11 9.7053e-11 1.44816e-10 1.91697e-10 2.37414e-10 2.81638e-10 3.24139e-10 3.64643e-10 4.02888e-10 4.38654e-10 4.71729e-10 5.01899e-10 5.28953e-10 5.52763e-10 5.73138e-10 5.89992e-10 6.03222e-10 6.12726e-10 6.18449e-10 6.20382e-10 6.18464e-10 6.12719e-10 6.03215e-10 5.89996e-10 5.73142e-10 5.52756e-10 5.28946e-10 5.01885e-10 4.71726e-10 4.38661e-10 4.02899e-10 3.64643e-10 3.24142e-10 2.81652e-10 2.37399e-10 1.91712e-10 1.44826e-10 9.70388e-11 4.86686e-11 0 0 
4.90701e-11 9.78417e-11 1.46009e-10 1.93253e-10 2.39332e-10 2.83926e-10 3.26782e-10 3.67603e-10 4.06157e-10 4.4222e-10 4.75556e-10 5.05946e-10 5.33237e-10 5.57229e-10 5.77788e-10 5.94792e-10 6.08125e-10 6.17696e-10 6.23469e-10 6.25391e-10 6.23469e-10 6.17703e-10 6.08129e-10 5.94795e-10 5.77788e-10 5.57236e-10 5.33241e-10 5.05963e-10 4.75556e-10 4.42224e-10 4.06171e-10 3.6761e-10 3.26764e-10 2.83926e-10 2.39339e-10 1.93268e-10 1.45995e-10 9.78417e-11 4.90665e-11 0 0 
